,ID,Name,Address,IsNetObject,TypeObject,is_actual
7962,369045,Дюплекс 2.0 Бар Ресторан,"Сокольническая площадь, дом 9, помещение 102П",нет,бар,True
6654,368952,Кальянная Mist Lounge,"город Москва, Пролетарский проспект, дом 24Б",нет,бар,True
9991,367273,Соседи Гастро Бар,"город Москва, Новодмитровская улица, дом 2, корпус 4",,бар,True
9594,367270,Рябов Лофт,"город Москва, Холодильный переулок, дом 3, корпус 1, строение 8",нет,бар,True
4179,367073,BEERкин,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, улица Эдварда Грига, дом 15",нет,бар,True
2889,365140,СИНЕМАСТАР,"город Москва, проспект Вернадского, дом 86А",нет,бар,True
2700,365077,Бар «ARLEY HALL Lounge»,"город Москва, Кировоградская улица, дом 9, корпус 1",нет,бар,True
6222,360249,У густа,"город Москва, Беговая аллея, дом 5, корпус 1",нет,бар,True
8981,359980,Крафтира,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Василевского, дом 17",,бар,True
8139,359669,Мята Cyber,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Карманицкий переулок, дом 9",нет,бар,True
1346,359585,СокиФреши,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 15",нет,бар,True
4764,359584,Бар «Форрест»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 15",нет,бар,True
1451,358455,"LP (Bar, Breakfast&more)","Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Сретенка, дом 30",нет,бар,True
567,355809,Timeless,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Новый Арбат, дом 28",нет,бар,True
6574,354593,Bubbleology,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, проспект Вернадского, дом 86А",,бар,True
6851,352602,Zodiac bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Смоленская площадь, дом 3",нет,бар,True
940,350292,"THE HAT, JAZZ BAR","город Москва, Тверская улица, дом 20, строение 1",нет,бар,True
8615,350125,Хмель & Солод,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Крылатская улица, дом 33, корпус 3",нет,бар,True
9722,345788,Фервино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Новый Арбат, дом 11, строение 1",,бар,True
7276,345587,Бар Мартини,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, улица Панфилова, дом 11",нет,бар,True
421,345452,МАКО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, улица Панфилова, дом 11",нет,бар,True
8571,344136,JOJO,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Сретенка, дом 36",нет,бар,True
8975,343288,ТРОПА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Старая Басманная улица, дом 6, строение 3",нет,бар,True
1613,342679,Мята Signature кальянная,"город Москва, Шелепихинская набережная, дом 34, корпус 2",нет,бар,True
5520,342530,"Мята Lounge, центр паровых коктейлей","Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 56/2",,бар,True
2172,340547,Дом №8,"город Москва, Малая Пироговская улица, дом 8",,бар,True
7754,338942,HOOKAN PLACE,"город Москва, Сущёвская улица, дом 19, строение 4",нет,бар,True
5802,332398,Tangiers Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 71/5, строение 2",нет,бар,True
5191,332392,ЛОРД КАФЕ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 27",нет,бар,True
3223,332234,Грузинкий паб,"город Москва, Тверская улица, дом 9",,бар,True
354,332005,Пивная бухта,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 601А",нет,бар,True
3102,331967,У крота,"город Москва, Флотская улица, дом 74",нет,бар,True
3042,331506,Свои Лаунж,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 62, корпус 15",нет,бар,True
3132,330536,Хвоя lounge,"город Москва, Подсосенский переулок, дом 23, строение 4",,бар,True
7362,328967,Leto Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 30, строение 5",нет,бар,True
4583,328092,OLD SHOES pub & store,"город Москва, Ленинградский проспект, дом 74, корпус 1",,бар,True
8203,326590,HOOKAH PLACE,"город Москва, Люблинская улица, дом 169, корпус 2",,бар,True
7607,326190,Бар «Надо взять»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, 2-я Филёвская улица, дом 7, корпус 6",нет,бар,True
8475,325419,Сан Ремо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Народная улица, дом 20, строение 2",нет,бар,True
2484,324814,Premier lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Бахрушина, дом 25",нет,бар,True
1268,324550,White Star Lounge,"город Москва, улица Борисовские Пруды, дом 8А",нет,бар,True
6263,322547,Клаштер бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Ленинский проспект, дом 11, строение 1",нет,бар,True
1676,321238,Coctail Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Бутлерова, дом 17Б",,бар,True
725,319380,CRAFT BEER,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, Звёздный бульвар, дом 12, корпус 1",,бар,True
9699,319070,Территория качественного пива,"город Москва, улица Старый Гай, дом 7",,бар,True
5445,317388,Lightroom,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 4-й Самотёчный переулок, дом 9",,бар,True
9633,316637,Пивной герцог,"город Москва, Мукомольный проезд, дом 2",нет,бар,True
4274,316601,Караоке-кафе Кукушка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская улица, дом 29, строение 1",нет,бар,True
3597,316282,Футбол и Борода,"город Москва, Ленинградский проспект, дом 75, корпус 1",,бар,True
4747,315867,Крафтейнер,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Новодмитровская улица, дом 1, строение 1",нет,бар,True
2728,315377,Misty Wood,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 118",нет,бар,True
770,313742,Мята Lounge,"город Москва, Шмитовский проезд, дом 39, корпус 1",,бар,True
8165,312659,VANILLA LOUNGE,"город Москва, Сущёвская улица, дом 19, строение 4",нет,бар,True
7014,311911,Стоп кран,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Новотушинский проезд, дом 8, корпус 1",,бар,True
7683,311337,SHVARM (ПРОФСОЮЗ),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Сущёвская улица, дом 21",,бар,True
1131,311228,Хмель и солод,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лосиноостровский, улица Малыгина, дом 5, корпус 1",да,бар,True
8622,311181,Настоишная,"улица Арбат, дом 36/2, строение 1, помещение 2П",,бар,True
3062,310967,Smoker street,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Весковский переулок, дом 2, строение 1",,бар,True
1800,309537,Macadamia (ДЕПО МОСКВА),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 3",нет,бар,True
4454,307264,HIDE INLA-5 bar lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Внуково, посёлок Внуково, Центральная улица, дом 8Б",,бар,True
9974,307194,Hookah-Loft 24,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Духовской переулок, дом 17",,бар,True
781,306734,Сабфилд,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 46",нет,бар,True
3660,306549,БЭМБИ,"город Москва, Новослободская улица, дом 4",нет,бар,True
9910,306484,Чайная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, 3-й Красносельский переулок, дом 19, строение 4",нет,бар,True
3546,306481,Mercury Lounge,"город Москва, улица Свободы, дом 71А, корпус 2",,бар,True
981,306470,Hookah Smokers,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Александра Солженицына, дом 1/5",нет,бар,True
5208,306309,МСК,"город Москва, 3-й Нижнелихоборский проезд, дом 3",,бар,True
8930,306241,Right Hops,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Цветной бульвар, дом 15, строение 1",нет,бар,True
7050,305998,КАФЕ-БАР «ГЛАВCLUB»,"город Москва, улица Орджоникидзе, дом 11",нет,бар,True
2305,305993,КАФЕ-БАР «ГЛАВCLUB»,"город Москва, улица Орджоникидзе, дом 11",,бар,True
1961,305695,Mission,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Спартаковская улица, дом 3, строение 3",,бар,True
9748,305313,Пивотека 465,"город Москва, улица Архитектора Щусева, дом 2, корпус 2",нет,бар,True
4851,305172,ОПЕНБИР (Разливное пиво ),"город Москва, Вешняковская улица, дом 39Г",нет,бар,True
8530,305097,Кебаб нон стоп,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Мясницкая улица, дом 32, строение 1",нет,бар,True
8041,305067,Agile Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Старокирочный переулок, дом 16/2, строение 1",,бар,True
6310,304994,Кальянная MR ATLANT,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Малая Ордынка, дом 37, строение 1",,бар,True
996,304205,Бар «Хмель и Солод»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Серпуховский Вал, дом 14",нет,бар,True
1544,304129,Harats pub,"город Москва, Головинское шоссе, дом 1",,бар,True
6184,303121,Мята Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, Аргуновская улица, дом 2, корпус 2",да,бар,True
3397,303022,Zavisimost,"город Москва, Корабельная улица, дом 17, корпус 3",,бар,True
8163,301811,Strawberry Haze,"город Москва, Большая Серпуховская улица, дом 44",,бар,True
7877,300412,Кальянная Барвиха Lounge,"город Москва, проспект Андропова, дом 22",,бар,True
3146,298577,Шоты и Пинты,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 5, корпус 2",нет,бар,True
1930,298397,Мята Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Гарибальди, дом 4Г",да,бар,True
1395,296309,Taboo bar,"город Москва, Усачёва улица, дом 26",нет,бар,True
4291,295898,Union Jack,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Нижний Кисельный переулок, дом 3, строение 1",нет,бар,True
6736,294566,Saraymoscow,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 9А, строение 2",,бар,True
1532,294125,Аут паб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Верхняя Красносельская улица, дом 8, корпус 3",,бар,True
5549,292441,Мята Lounge,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 5, корпус 1",,бар,True
3995,291047,Hookah Place,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Столешников переулок, дом 7, строение 1",нет,бар,True
4721,290519,Пивной герцог,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 26",нет,бар,True
3613,290221,Йорик Убил Хамлета,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 16",,бар,True
3813,289676,WIP,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Яузский бульвар, дом 11, строение 1",,бар,True
5202,289639,Гастромаркет,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Преображенская площадь, дом 7А, строение 1",,бар,True
1217,289531,Bad crown,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Большой Спасоглинищевский переулок, дом 9/1, строение 16А",нет,бар,True
9920,289494,Moriarty Bar,"город Москва, Рочдельская улица, дом 15, строение 35",нет,бар,True
6264,289448,Раки Beer и Wine,"город Москва, 3-я улица Ямского Поля, дом 9",,бар,True
1739,289438,My lounge room,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Гарднеровский переулок, дом 3, строение 4",,бар,True
8416,288549,69 Pints,"город Москва, Тверская улица, дом 5/6",,бар,True
5272,288123,Brooklyn Бар и Маркет,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Шипиловский проезд, дом 47",,бар,True
763,287140,Паб PivTown,"город Москва, проезд Дежнёва, дом 2А",нет,бар,True
5061,286648,Gandvik Bar Легенда Севера,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Смольная улица, дом 44, корпус 1, помещение 141Н/13",нет,бар,True
7505,286272,Спорт бар BFL S,"город Москва, площадь Джавахарлала Неру, дом 1",нет,бар,True
9019,285305,Мята Platinum,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Грузинский Вал, дом 11, строение 3",,бар,True
1776,284380,Newada,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Грузинский Вал, дом 11, строение 4",,бар,True
1774,284377,Бар Пушкинский,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Пушкинская площадь, дом 2",,бар,True
2466,284250,Двор,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 7",,бар,True
9756,284246,Beerhappens Jr,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Лубянский проезд, дом 25, строение 2",нет,бар,True
3337,284164,ПИВОМАНИЯ КРАФТ БАР,"город Москва, Соколово-Мещерская улица, дом 29",нет,бар,True
4359,284132,Караоке клуб Лорэм,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Миклухо-Маклая, дом 18, корпус 1",нет,бар,True
3931,284017,Flex bar club,"город Москва, улица Миклухо-Маклая, дом 11",нет,бар,True
6750,283964,The Nest,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Сретенка, дом 4",,бар,True
9759,283690,Бар Зара Тайм,"город Москва, Автозаводская улица, дом 17, строение 2",нет,бар,True
8454,283536,ForteПьяно,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Большой Путинковский переулок, дом 5",,бар,True
6486,283532,BELLIS BAR,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 18, корпус 1",,бар,True
9576,283094,BALAGAN,"город Москва, Столярный переулок, дом 3, корпус 16",нет,бар,True
686,280940,Бар Зебра,"город Москва, 3-й Нижнелихоборский проезд, дом 1, строение 16",нет,бар,True
8575,280304,King Palace,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Средняя Первомайская улица, дом 3",нет,бар,True
7214,280138,Крылья,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Рыбалко, дом 2, корпус 9, помещение 710Н/7",,бар,True
9923,278427,Family Resto Bar,"город Москва, улица Правды, дом 24, строение 8",нет,бар,True
1760,278363,МакЛаренс Паб,"Краснобогатырская улица, дом 90, строение 2",нет,бар,True
8848,278063,Живое пиво,"город Москва, Заревый проезд, дом 2",,бар,True
7339,271856,Hard Smoke Cafe,"город Москва, город Московский, 3-й микрорайон, дом 2",,бар,True
1188,270149,Свои,"город Москва, Митинская улица, дом 28, корпус 5",,бар,True
5122,269205,Бали-Лаунж,"город Москва, улица Ляпидевского, дом 22",,бар,True
2514,268318,Честерфилд,"город Москва, улица Новый Арбат, дом 19",,бар,True
4590,261804,SEMENOV,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Весковский переулок, дом 7",,бар,True
6861,254183,Фитнес-бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, проезд Донелайтиса, дом 14",,бар,True
6460,249941,Сквот,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Шаболовка, дом 2, строение 1",нет,бар,True
8887,249301,Мята Lounge,"город Москва, улица Адмирала Лазарева, дом 2",,бар,True
2519,245907,Bulldogbar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, Щёлковское шоссе, дом 94",,бар,True
690,236428,351 Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Фридриха Энгельса, дом 3-5, строение 1",,бар,True
3041,228268,Бар Следующая станция Ботанический сад Locol Station,"город Москва, Лазоревый проезд, дом 1А, корпус 1",нет,бар,True
7963,226682,Бар Панорама,"Российская Федерация, город Москва, внутригородская территория поселение Первомайское, деревня Рогозинино, земельный участок 9/1",нет,бар,True
7103,223053,Бар Right Hops,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Столярный переулок, дом 3, корпус 13",нет,бар,True
9903,222935,Бар «Pinta Bar»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, улица Борисовские Пруды, дом 26",,бар,True
2395,221167,Лоби бар «Галерея»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Автозаводская улица, дом 23, строение 16",нет,бар,True
1494,220516,Кофе-бар,"город Москва, Пятницкое шоссе, дом 18",,бар,True
863,219027,Три Обезьяны,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Грузинская улица, дом 4-6, строение 1В",нет,бар,True
4772,218175,CRAFTER,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Малый Палашёвский переулок, дом 6",нет,бар,True
8856,213573,Лобби,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Каланчёвская улица, дом 21/40",,бар,True
5144,212125,Ботанист,"город Москва, проспект Мира, дом 26, строение 1",,бар,True
3126,211469,Hop gun bar Рюмочная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Люблинская улица, дом 165, корпус 1",нет,бар,True
5125,210181,ПраймБиф Бар,"город Москва, Пресненская набережная, дом 10, строение 2",нет,бар,True
5977,207271,Амстердам Бар,"город Москва, Большая Новодмитровская улица, дом 36, строение 12",нет,бар,True
5159,207033,Шестнадцать тонн,"город Москва, улица Арбат, дом 28/1, строение 1",нет,бар,True
2136,205155,ЦИРК,"город Москва, Цветной бульвар, дом 21, строение 7",,бар,True
4365,205092,ЦАРЬ-ПИВО,"город Москва, проспект Вернадского, дом 123, строение 2",,бар,True
8829,202223,Paradise SPA Club,"город Москва, улица Покровка, дом 40Б",,бар,True
8308,201748,Piri Piri,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Петровка, дом 23/10, строение 5",нет,бар,True
6754,201284,Филармония,"город Москва, Цветной бульвар, дом 7, строение 1",нет,бар,True
603,200278,Сон Менделеева,"город Москва, Сущёвская улица, дом 21, строение 10",нет,бар,True
1445,198734,Крафт-Паб «69 Pints»,"город Москва, улица Барклая, дом 12",нет,бар,True
4901,197569,Андрбар,"город Москва, Таганская площадь, дом 86/1, строение 1",нет,бар,True
9244,192865,Политех,"город Москва, Лубянский проезд, дом 5, строение 1",нет,бар,True
7089,187885,Bigati Bar,"город Москва, улица Земляной Вал, дом 1/4, строение 1",,бар,True
7580,186731,SAN BAR,"город Москва, поселение Воскресенское, посёлок Воскресенское, дом 40, корпус 2",нет,бар,True
9067,186348,Кальян-бар Мята Lounge,"город Москва, Керченская улица, дом 1Б",нет,бар,True
7842,185802,24 Градуса,"город Москва, улица Адмирала Лазарева, дом 38",,бар,True
2685,181773,Кальян-бар МСК,"город Москва, Севастопольский проспект, дом 61, корпус 1",нет,бар,True
3083,181036,Крафт Бар «Пьяный тюлень»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Дербеневская набережная, дом 13/17, корпус 1",,бар,True
6235,177519,Бар Джентльмен клуб Леди,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Пятницкое шоссе, дом 3",нет,бар,True
6527,175576,Зеленая собака,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Кузнецкий Мост, дом 3, строение 2",,бар,True
1689,174842,Блэк Стоун,"Большая Серпуховская улица, дом 48, строение 2",,бар,True
5817,173504,Паб and Пиццерия,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Комсомольская площадь, дом 6, сооружение 1",нет,бар,True
5498,171312,Биркрафт,"город Москва, Лесная улица, дом 1/2",нет,бар,True
3028,170820,Слепой пью,"город Москва, улица Арбат, дом 30/3, строение 1",нет,бар,True
1325,170392,Бильярдный клуб «Француз»,"город Москва, улица Сталеваров, дом 14, корпус 1",нет,бар,True
8896,168767,Золотая вобла,"город Москва, Протопоповский переулок, дом 3",да,бар,True
4531,167436,Harat's Pub,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 6",нет,бар,True
8655,166754,Пивоварня,"город Москва, Ангарская улица, дом 1",,бар,True
4795,166287,Бродо,"город Москва, улица Петровка, дом 28, строение 1",нет,бар,True
5289,165621,Караоке-бар «Bar Les»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Липецкая улица, дом 7А",нет,бар,True
8014,163951,Лобби- бар,"город Москва, Ленинский проспект, дом 158",нет,бар,True
4073,162980,Кафе-бар «Есенин Пиво»,"город Москва, город Троицк, Академическая площадь, дом 5",,бар,True
7924,158645,Отокомае,"город Москва, Неглинная улица, дом 10",нет,бар,True
4543,156481,Бар «PivBar»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Красная Пресня, дом 29",,бар,True
6074,156314,ВОДА,"город Москва, улица Петровка, дом 17, строение 7",,бар,True
8807,152709,Сова,"город Москва, город Зеленоград, Савёлкинский проезд, дом 12",нет,бар,True
2332,152465,TIMELESS lounge & bar,"город Москва, Милютинский переулок, дом 15, строение 1",нет,бар,True
6181,148580,Dead Rabbit Pub,"город Москва, проспект Маршала Жукова, дом 59",нет,бар,True
8891,141574,Бар Сити Спейс,"город Москва, Космодамианская набережная, дом 52, строение 6",нет,бар,True
6998,140727,Бар Голова,"город Москва, Трубная улица, дом 15",нет,бар,True
9931,140005,Бар «Пальмира Бизнес Клуб»,"город Москва, Новоданиловская набережная, дом 6, корпус 2",нет,бар,True
1186,138398,Пивной Папа,"город Москва, Братиславская улица, дом 16, корпус 2",,бар,True
2028,137704,Burger Heroes,"город Москва, улица Большая Ордынка, дом 19, строение 2",нет,бар,True
7914,125871,Бар «Киану»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Малая Бронная улица, дом 28",нет,бар,True
6057,67988,Frank by Баста,"город Москва, улица Рождественка, дом 5/7, строение 1",нет,бар,True
5902,59250,Мареа,"город Москва, Лубянский проезд, дом 15, строение 2",нет,бар,True
2118,58559,NOOR Bar,"город Москва, Тверская улица, дом 23, строение 1",нет,бар,True
3699,29805,"Рок-н-ролл, Martinez Bar","Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, улица Сретенка, дом 1",нет,бар,True
4003,27067,G&t Gourmet,"город Москва, Русаковская улица, дом 24",нет,бар,True
5604,26905,Жигули,"город Москва, улица Новый Арбат, дом 11, строение 1",нет,бар,True
5444,26725,ДЖОН БУЛЛ ПАБ,"город Москва, Карманицкий переулок, дом 9",нет,бар,True
954,24729,Дрим Бар,"город Москва, Мясницкая улица, дом 17, строение 1",,бар,True
8731,24587,Кружка,"город Москва, Профсоюзная улица, дом 104",да,бар,True
5982,22446,Бобби Даззлер,"город Москва, Луков переулок, дом 10",нет,бар,True
7123,22015,Бар «Варка»,"город Москва, улица Александра Солженицына, дом 1/5",,бар,True
8476,20705,ПАБ,"город Москва, проспект Мира, дом 150",нет,бар,True
4217,20621,ДАЙМОНД,"город Москва, Смоленская улица, дом 5",,бар,True
8510,20618,HELP and FRIEND,"город Москва, 1-я Тверская-Ямская улица, дом 27",,бар,True
4311,20600,Акварель,"город Москва, Столешников переулок, дом 12, строение 3",,бар,True
8481,20508,Кофе «ПОДМОСКОВНЫЙ СТРОИТЕЛЬ»,"город Москва, Ратная улица, дом 10А",,бар,True
8883,20405,ФИТНЕС-БАР «WORLD CLASS»,"город Москва, улица Архитектора Власова, дом 22",нет,бар,True
1145,20337,БОСКО БАР,"город Москва, Красная площадь, дом 3",нет,бар,True
6142,20315,495,"город Москва, Олимпийский проспект, дом 18/1",нет,бар,True
3801,20308,Лобби-бар «Рандеву» при гостинице,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Щипок, дом 22, строение 1",нет,бар,True
7161,20307,бар «Центральный»,"город Москва, улица Бахрушина, дом 25",нет,бар,True
577,368655,Буфет,"город Москва, Пятницкое шоссе, дом 18",,буфет,True
4041,366801,"Буфет при автомойке, шиномонтаже Go-Wash","Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Варшавское шоссе, сооружение 120, строение 4",,буфет,True
8636,361219,Пекарня Мельница,"Сокольническая площадь, дом 4, корпус 1-2, помещение 4П",нет,буфет,True
6383,351160,Буфет руссотуристо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Авиамоторная улица, дом 51А, корпус 2",нет,буфет,True
6059,348275,Буфет «Хлеб и Помидор»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 5А, корпус 1",,буфет,True
3186,347965,Буфет,"город Москва, Новоясеневский тупик, дом 4",нет,буфет,True
4108,343546,СТОЛОВАЯ при МГУ,"город Москва, территория Ленинские Горы, дом 1, строение 12",нет,буфет,True
5586,339090,Буфет «КУНЖУТ»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Варшавское шоссе, дом 95, корпус 1",,буфет,True
734,338535,Буфет,"город Москва, Пятницкое шоссе, дом 18",,буфет,True
4301,319234,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Балаклавский проспект, дом 26",нет,буфет,True
2421,318964,ОпаIшава,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Производственная улица, дом 12, корпус 1",,буфет,True
