,ID,Name,Address,IsNetObject,TypeObject,is_actual
4912,375956,Крошка Картошка,"город Москва, Люблинская улица, дом 169, корпус 2",да,,
5063,375954,Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, Сельскохозяйственная улица, дом 37",,,
7804,375834,Донеретто,"город Москва, улица Лестева, дом 6",нет,,
493,375830,Шаурма,"город Москва, улица Вертолётчиков, дом 2А, корпус 1",,,
5521,375822,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Кантемировская улица, владение 64",,,
7340,375786,Шаурма,"город Москва, улица Космонавтов, дом 2А",,,
9560,375783,Милти,"город Москва, улица Черняховского, дом 17А",,,
5745,375654,Кебаб хаус,"город Москва, город Московский, Московская улица, дом 3А",да,,
8154,375648,Why not sushi,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Поляны, дом 5А, корпус 2",,,
5471,375629,Кафе «Друзья»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, Братеевская улица, дом 10, корпус 1",нет,,
1605,375603,Блю Кост,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Новокузнецкая улица, дом 18, строение 1",нет,,
2221,375591,Gagawa,"город Москва, Каширское шоссе, дом 61Г",нет,,
6419,375581,Фасоль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Затонная улица, дом 7, корпус 1",нет,,
3689,375554,Brooklyn кофе и выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, 4-й Вятский переулок, дом 37",,,
936,375536,Bodro coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 54/2, строение 1",нет,,
9692,375503,Каша,"город Москва, улица Генерала Белова, дом 28, корпус 2",нет,,
146,375493,Пицца города,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Южнобутовская улица, дом 117",,,
5589,375472,ISTANBULL doner kebab house,"улица Поляны, дом 5, машино-место 217",нет,,
1306,375459,Gobakery8 пекарня кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская улица, дом 9, корпус 1",нет,,
6720,375453,Ресторан Харчо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Серпуховский Вал, дом 3",,,
8069,375428,Кофе с собой One and double,"город Москва, площадь Джавахарлала Неру, дом 1",нет,,
586,375396,SHAWARMA BAR,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Минская улица, дом 14-А",,,
2448,375384,Торговая галерея (Суши-Бар),"Российская Федерация, город Москва, внутригородская территория поселение Первомайское, деревня Ивановское, улица Семёна Гордого, дом 7",нет,,
2108,375351,Пекарня.УЗ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 51",,,
5368,375320,Грузинская пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Мерецкова, дом 4",,,
7039,375316,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Бирюзова, дом 16",да,,
4159,375290,Кафе,"город Москва, Кожевническая улица, дом 20А, строение 1",нет,,
746,375289,Пицца Канноли,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, Маломосковская улица, дом 22, строение 1",нет,,
4662,375270,Кофе с собой,"город Москва, Уральская улица, дом 6, корпус 1",,,
2586,375263,DOUGHNUTS & COFFEE,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",нет,,
1877,375241,СУШИ & WOK,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 23/16",,,
7680,375228,Ночной Самарканд,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Космонавтов, дом 28",,,
6354,375195,SO FAR KEBAB,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Мясницкая улица, дом 13, строение 2",нет,,
6414,375153,Хлеб с маслом,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",нет,,
2995,375150,Кафе Халяль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 21",,,
9483,375119,Stars Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, Щукинская улица, дом 42",,,
2409,375068,Еда с акцентом,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Космонавтов, дом 12",нет,,
1308,375044,Компонент,"город Москва, город Зеленоград, улица Конструктора Гуськова, дом 1, строение 2",,,
7595,375017,Выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, бульвар Маршала Рокоссовского, дом 8, корпус 2",нет,,
4436,375002,Шаурма. Халяль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 21, корпус 3",,,
5553,374945,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Краснопрудная улица, дом 1",да,,
4489,374940,"Суши, роллы, пицца","Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Дорожная улица, дом 13",,,
2760,374919,STARS COFFEE,"город Москва, Правобережная улица, дом 1Б",,,
8116,374817,Кофе с собой «Flower Lab»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Большая Филёвская улица, дом 3, корпус 4",нет,,
1670,374795,Франклинс Бургер,"город Москва, Хорошёвское шоссе, дом 27",,,
1854,374791,Ебидоеби,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Луганская улица, дом 10",нет,,
4942,374784,STARSCOFFEE,"город Москва, улица Арбат, дом 39",нет,,
6692,374781,Бико,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 46",,,
3786,374771,Кафе «Армако»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, улица Клары Цеткин, дом 4, корпус 2",нет,,
2228,374760,Выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловская площадь, дом 8",нет,,
6080,374757,Кофейня «StillCoffe»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 2-я Прядильная улица, дом 4",нет,,
2113,374714,Tutta la Vita,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Большая Ордынка, дом 20, строение 7",нет,,
7399,374697,Пекарня Файх халяль 24,"город Москва, Профсоюзная улица, дом 109, корпус 2",нет,,
9135,374680,Бургеры & Шаурма,"Российская Федерация, город Москва, внутригородская территория поселение Десеновское, квартал № 61, земельный участок 3",,,
1858,374661,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Литвина-Седого, дом 10, строение 2",нет,,
8725,374644,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 1А",нет,,
1895,374634,Пицца и Канноли,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Абрамцевская улица, дом 30, строение 6",да,,
4113,374631,«FoodBand» пиццерия,"город Москва, 3-й Силикатный проезд, дом 4, корпус 1, строение 4",,,
1155,374627,Индийская кухня,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",нет,,
6914,374622,Sapiens,"город Москва, улица Льва Толстого, дом 16",,,
5684,374614,Кафетерий,"город Москва, Митинская улица, дом 36, корпус 1",нет,,
5488,374582,Кафе-пекарня Santo Pan,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, улица Новинки, дом 1",,,
415,374581,Мартис пицца,"город Москва, Производственная улица, дом 12, корпус 2",нет,,
762,374557,Я ем ГОУ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 3",нет,,
6178,374554,Кафе Самарканд,"город Москва, улица Лескова, дом 19А, строение 2",,,
7689,374539,МуМу,"город Москва, Щукинская улица, дом 42",нет,,
2282,374451,Хинкальный дом КИНТО,"город Москва, Варшавское шоссе, дом 91",нет,,
1672,374428,COFFEE & БАР,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 23/16",нет,,
9596,374427,Море лосося,"город Москва, улица Адмирала Макарова, дом 6, строение 13",нет,,
3214,374422,Блины & Пончики,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 23/16",нет,,
9833,374377,Гриль Град,"Российская Федерация, город Москва, внутригородская территория поселение Московский, город Московский, Солнечная улица, земельный участок 4А",,,
7940,374373,One Price Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 62А",,,
5150,374286,"ХлебОК (пекарня, кондитерская, кулинария)","Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Вешняковская улица, дом 24Г",,,
8868,374283,Японо Хованский,"город Москва, поселение Сосенское, Николо-Хованская улица, дом 28, строение 5",,,
5808,374282,Вьетнамская кухня,"город Москва, Краснобогатырская улица, дом 2, строение 2",нет,,
8793,374226,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица 26-ти Бакинских Комиссаров, дом 7, корпус 6",,,
8431,374155,Coffee Like,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",нет,,
5624,374086,Molte Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Бориса Галушкина, дом 14, корпус 1",нет,,
8638,374079,Sweet Market,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",,,
4207,374077,Му-Му,"город Москва, улица Покрышкина, дом 4",да,,
1003,374075,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Павла Корчагина, дом 11",нет,,
2964,374074,Караоке бар Дружба,"город Москва, Суздальская улица, дом 12А",,,
5865,374072,Шаурма,"город Москва, Рижский проезд, дом 6А",,,
1765,374068,Шаурма,"город Москва, Рижский проезд, дом 4А",нет,,
1628,374029,Мята Lounge Кальянная,"город Москва, Авиационная улица, дом 77, корпус 2",да,,
52,374023,Маргарита,"город Москва, Измайловское шоссе, дом 71А",,,
962,373994,Ребра Бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Щорса, дом 8, корпус А",нет,,
8654,373986,Шаурма по-братски,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, улица Нижняя Масловка, дом 5",,,
7622,373974,Стейк и устрица,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Ленинградский проспект, дом 24",,,
9383,373936,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Декабристов, дом 12",да,,
4446,373925,Кофейня Jeffreys coffeeshop,"город Москва, Дмитровское шоссе, дом 81",,,
814,373916,Едаки твоя шаверма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Бутырская улица, дом 84",нет,,
4904,373914,Кафе,"город Москва, улица Айвазовского, владение 7, строение 1",,,
9366,373912,Столовая Буфетъ,"город Москва, улица Подольских Курсантов, дом 5",нет,,
8526,373862,Piccolo,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",нет,,
3812,373832,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Дубнинская улица, дом 27, корпус 1",нет,,
153,373801,Хинкальная City,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Башиловская улица, дом 19",нет,,
9930,373794,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Кавказский бульвар, дом 57, строение 8",нет,,
2240,373756,Вареничная № 1,"город Москва, Тверская улица, дом 17",,,
1453,373742,Кофеттория,"город Москва, 1-я Мясниковская улица, дом 2",,,
422,373734,МНОГО ЛОСОСЯ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Карамышевская набережная, дом 58",нет,,
2544,373732,Столовая ЗСР Аркон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Полярная улица, дом 31В, строение 1",нет,,
3496,373681,Боливуд,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Серпуховский Вал, дом 14",нет,,
5487,373669,Стамбул «Донер»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Кастанаевская улица, дом 6",нет,,
6930,373664,Ресторан бар «Bodrum»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Кожевническая улица, дом 14, корпус 1",нет,,
6976,373550,Пекарня «Буханка»,"город Москва, поселение Внуковское, улица Бориса Пастернака, дом 45, корпус 2",да,,
6448,373539,Бабл-Би Бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, Ленинский проспект, дом 108, строение 1",нет,,
9844,373513,Шаурма,"город Москва, Авиационная улица, дом 68, корпус 3",нет,,
8083,373483,Кулинарная лавка братьев Караваевых,"город Москва, улица Черняховского, дом 4",да,,
7684,373470,Кафе «Терраса»,"город Москва, Россошанская улица, дом 4, корпус 1",нет,,
9452,373460,УзПлов,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, улица Шолохова, дом 10, корпус 1",,,
8276,373389,Хочу Шаурму,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 25, строение 1",нет,,
8974,373385,Чайхана Самарканд 24,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 25, строение 1",,,
1862,373379,Шаверма.Гриль Бургер,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Новотушинский проезд, дом 8, корпус 1",нет,,
5507,373365,Грузинский хлеб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Плещеева, дом 4А",нет,,
8900,373350,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 3",нет,,
8698,373345,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 3",нет,,
100,373341,Сокровище,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, улица Красного Маяка, дом 1, корпус 1",нет,,
8267,373336,Хинкальная «Никала»,"город Москва, Алтуфьевское шоссе, дом 8",нет,,
6674,373319,Кофе,"город Москва, улица Миклухо-Маклая, дом 55",нет,,
9896,373312,Carls Jr.,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Шаболовка, дом 34, строение 3",нет,,
4785,373303,Кафе Финик,"город Москва, поселение Десеновское, 1-я Нововатутинская улица, дом 3",,,
6296,373279,Буханка,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 23",да,,
1736,373247,Smart coffee,"город Москва, Ленинградский проспект, дом 37А, корпус 4",,,
8823,373243,Восточный вкус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, Заводская улица, дом 16А",нет,,
7500,373218,Little Hanoy,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 40",нет,,
5321,373146,Шаурма Кинг,"город Москва, Алтуфьевское шоссе, дом 8",нет,,
9878,373145,Соки,"город Москва, Алтуфьевское шоссе, дом 8",нет,,
6120,373112,Кофейня Your Time,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Максимова, дом 5",нет,,
1115,373100,ВЕРТЕЛ ШАУРМА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Зеленодольская улица, дом 45, корпус 1",нет,,
8352,373092,Маленький Восток,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Молдавская улица, дом 4",нет,,
9603,373080,Пицунда,"город Москва, Турчанинов переулок, дом 3, строение 1",,,
9747,373074,Моремания,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Электродная улица, дом 2, строение 32",нет,,
5313,373068,Чайхона,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Дмитровское шоссе, дом 72",нет,,
3,373052,Кулинариум,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Ленинский проспект, дом 34/1",,,
239,372996,Srеда,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, 2-я Квесисская улица, дом 23",нет,,
4209,372953,Китайский чайник,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1, строение 1",,,
5425,372948,Столовая,"город Москва, Дмитровское шоссе, дом 60",нет,,
2610,372947,Пицца Экспресс,"Российская Федерация, город Москва, городской округ Троицк, город Троицк, микрорайон ""В"", дом 57А",,,
8911,372936,ASIATICO мясной стиль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,,
7375,372929,Токио Рамен,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,,
6558,372926,ЧАО ПИЦЦА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,,
6290,372916,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Сигнальный проезд, дом 13, строение 3",нет,,
1578,372899,ПЕКАРНЯ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Шаболовка, дом 30/12",нет,,
8435,372881,Mr. Morning,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Варшавское шоссе, дом 129, корпус 2",,,
1870,372865,Суши пицца «ТЭНКЕЙ»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Варшавское шоссе, дом 160",нет,,
769,372849,KEBABUSHKI,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, улица Лётчика Бабушкина, дом 1, корпус 3",нет,,
3141,372793,Кофейня «ЭтоКофе»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, улица Барклая, дом 12",,,
4087,372765,Хотдоша,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Алтуфьевское шоссе, дом 97",,,
7169,372763,KFC,"город Москва, проспект Мира, дом 114Б, строение 2",да,,
7602,372752,ШАУРМА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Дмитрия Ульянова, дом 12, корпус 1",нет,,
2355,372737,Фуд-корт Крафт Дог,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Электролитный проезд, дом 16А",нет,,
6734,372717,Hookah Arbat,"улица Арбат, дом 4, строение 1, помещение 2Н/4",,,
7696,372659,Чайхана,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Чертановская улица, дом 32, строение 2",нет,,
7605,372629,Бургерная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Солнцевский проспект, дом 26",нет,,
3770,372608,Бургер Кинг,"город Москва, Лазоревый проезд, дом 1А, корпус 3",,,
3888,372605,Кебаб МД,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Шарикоподшипниковская улица, дом 40",нет,,
938,372558,Ресторан Печора,"город Москва, Волоколамское шоссе, дом 62",,,
3979,372538,Перекус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, улица Куусинена, дом 11, корпус 2",нет,,
1488,372519,Кофейня в Кебабе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Факультетский переулок, дом 7",,,
845,372517,Штолле,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 62",да,,
1755,372513,Turkish Doner,"город Москва, Хорошёвское шоссе, дом 88",нет,,
8022,372488,Готовые блюда,"город Москва, Головинское шоссе, дом 5, корпус 1",нет,,
9120,372484,Free&Co,"город Москва, Головинское шоссе, дом 5, корпус 1",,,
8415,372481,Vibe cafe,"город Москва, Головинское шоссе, дом 5, корпус 1",нет,,
4628,372409,Кальян-бар «Beverly»,"город Москва, Бирюлёвская улица, дом 51, корпус 1",нет,,
143,372408,Пекарня Буханка,"Российская Федерация, город Москва, внутригородская территория поселение Филимонковское, квартал № 25, дом 1, корпус 10",нет,,
6852,372350,Пекарня РублевоФуд,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, 2-я Новорублёвская улица, дом 11",нет,,
3815,372309,Восточное бистро,"город Москва, Рязанский проспект, дом 3Б",нет,,
7510,372280,Бублик,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, улица Кузнецкий Мост, дом 18/7",нет,,
4534,372277,Кафе «MERANI»,"город Москва, Варшавское шоссе, дом 141, корпус 11",,,
8909,372273,Nebo 53,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 6, строение 2",нет,,
5662,372271,IQ кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, 1-й Красногвардейский проезд, дом 22, строение 2",нет,,
5798,372265,Крошка -картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, 2-я Останкинская улица, дом 3",да,,
7263,372213,Smolenka Cafe,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Смоленская улица, дом 3",,,
765,372178,Буханка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, улица Красная Сосна, дом 3",да,,
771,372176,Лайм 312,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Зелёный проспект, дом 1А",,,
4770,372137,ФЕРГАНА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Шлюзовая набережная, дом 2/1, строение 1",,,
1401,372079,Шаурма,"город Москва, Ленинградский проспект, дом 58, строение 2",,,
842,372074,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Филёвский бульвар, дом 6",нет,,
8611,372053,Кафе «Робинзон»,"Российская Федерация, город Москва, внутригородская территория поселение Внуковское, квартал № 30, дом 1, строение 1",,,
9242,372048,ПИТА ХАVYC халяль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, Профсоюзная улица, дом 19",,,
2807,372030,Seasons,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Аминьевское шоссе, дом 6",нет,,
318,371962,Кафе перекресток,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, Ленинградское шоссе, дом 16А, строение 4",нет,,
9395,371953,Турецкая кухня «Nelumbо»,"город Москва, Амурская улица, дом 1А, корпус 4",,,
3942,371906,Хлебница пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, Коровинское шоссе, дом 23, корпус 1",да,,
179,371868,Кафе у Джона,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Нежинская улица, дом 9, корпус 1",,,
4137,371819,Russianwinebar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Балчуг, дом 3/2",,,
6078,371797,Кафе «Мейджик»,"город Москва, Измайловский проезд, дом 1",нет,,
862,371775,Хлебница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 8",нет,,
7728,371761,Кафе «Кальянный кот»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловское шоссе, дом 73Ж, строение 5",нет,,
5046,371759,Шашлыйчный дворик №1,"город Москва, Измайловское шоссе, дом 73Ж, строение 33",нет,,
9728,371748,Кафе «Медведь»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловское шоссе, дом 73Ж",,,
6943,371716,Чайхана Зам-Зам,"город Москва, проспект Маршала Жукова, дом 27",,,
4554,371663,Зерно для тех кто в пути,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Волгоградский проспект, земельный участок 24/1",,,
432,371597,Melissa hookah lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Люсиновская улица, дом 41, строение 1",нет,,
1396,371568,Арзон фуд,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Василевского, дом 17",нет,,
8928,371537,Буханка,"город Москва, Кронштадтский бульвар, дом 6, корпус 4",да,,
9581,371484,Кулинарная лавка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Преображенская площадь, дом 12",нет,,
8342,371479,Moment,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, Панфиловский проспект, дом 6А",нет,,
